id,furniture_id,style,room,name,type,price,image_link,purchase_link
22,CT005,MODERN,LIVING ROOM,HEMNES_1,coffee table,599,https://www.ikea.com/my/en/images/products/hemnes-coffee-table-white-stain-light-brown__0735559_pe740009_s5.jpg?f=xl,https://www.ikea.com/my/en/p/hemnes-coffee-table-white-stain-light-brown-10413496/
23,CT006,MODERN,LIVING ROOM,HAVSTA,coffee table,699,https://www.ikea.com/my/en/images/products/havsta-coffee-table-white__1294504_pe935479_s5.jpg?f=xl,https://www.ikea.com/my/en/p/havsta-coffee-table-white-90404266/
24,CUR001,MODERN,LIVING ROOM,MERETE,curtain,120,https://www.ikea.com/my/en/images/products/merete-room-darkening-curtains-1-pair-white-with-eyelets__74221_pe190980_s5.jpg?f=xl,https://www.ikea.com/my/en/p/merete-room-darkening-curtains-1-pair-white-with-eyelets-70172205/
25,CUR002,MODERN,LIVING ROOM,GINSTMOTT,curtain,85,https://www.ikea.com/my/en/images/products/ginstmott-curtains-1-pair-dark-grey-with-eyelets__1419334_pe976919_s5.jpg?f=xl,https://www.ikea.com/my/en/p/ginstmott-curtains-1-pair-dark-grey-with-eyelets-70605421/
26,CUR003,MODERN,LIVING ROOM,HILJA,curtain,60,https://www.ikea.com/my/en/images/products/hilja-curtains-1-pair-grey-with-heading-tape__0535824_pe649658_s5.jpg?f=xl,https://www.ikea.com/my/en/p/hilja-curtains-1-pair-grey-with-heading-tape-20390734/
27,CPB015,SCANDINAVIAN,LIVING ROOM,ENHET_1,wardrobe,225,https://www.ikea.com/my/en/images/products/enhet-wall-fr-w-shelves-white__0805548_pe769593_s5.jpg?f=xl,https://www.ikea.com/my/en/p/enhet-wall-fr-w-shelves-white-70481618/
28,CPB016,SCANDINAVIAN,LIVING ROOM,ENHET_2,wardrobe,260,https://www.ikea.com/my/en/images/products/enhet-wall-cb-w-2-shlvs-door-white__0816088_pe773313_s5.jpg?f=xl,https://www.ikea.com/my/en/p/enhet-wall-cb-w-2-shlvs-door-white-s89395098/
29,CPB017,SCANDINAVIAN,LIVING ROOM,ENHET OAK,wardrobe,270,https://www.ikea.com/my/en/images/products/enhet-wall-cb-w-2-shlvs-door-white-oak-effect__0816092_pe773317_s5.jpg?f=xl,https://www.ikea.com/my/en/p/enhet-wall-cb-w-2-shlvs-door-white-oak-effect-s79395107/
30,SF004,SCANDINAVIAN,LIVING ROOM,PARUP,sofa,"2,395",https://www.ikea.com/my/en/images/products/paerup-3-seat-sofa-with-chaise-longue-gunnared-dark-grey__1041909_pe841189_s5.jpg?f=xl,https://www.ikea.com/my/en/p/paerup-3-seat-sofa-with-chaise-longue-gunnared-dark-grey-s49389829/
31,SF005,SCANDINAVIAN,LIVING ROOM,LILLEHEM_2,sofa,"2,070",https://www.ikea.com/my/en/images/products/lillehem-3-seat-modular-sofa-w-chaise-longue-gunnared-dark-grey-wood__1324797_pe943607_s5.jpg?f=xl,https://www.ikea.com/my/en/p/lillehem-3-seat-modular-sofa-w-chaise-longue-gunnared-dark-grey-wood-s49570409/
32,SF006,SCANDINAVIAN,LIVING ROOM,VIMLE,sofa,"2,775",https://www.ikea.com/my/en/images/products/vimle-3-seat-sofa-gunnared-medium-grey__0514368_pe639441_s5.jpg?f=xl,https://www.ikea.com/my/en/p/vimle-3-seat-sofa-gunnared-medium-grey-s99399029/
33,CT007,SCANDINAVIAN,LIVING ROOM,BORGEBY,coffee table,399,https://www.ikea.com/my/en/images/products/borgeby-coffee-table-birch-veneer__0987623_pe817609_s5.jpg?f=xl,https://www.ikea.com/my/en/p/borgeby-coffee-table-birch-veneer-70449402/
34,CT008,SCANDINAVIAN,LIVING ROOM,MOXBODA,coffee table,299,https://www.ikea.com/my/en/images/products/moxboda-coffee-table-foldable-bamboo__1163643_pe890283_s5.jpg?f=xl,https://www.ikea.com/my/en/p/moxboda-coffee-table-foldable-bamboo-90543088/
35,CT009,SCANDINAVIAN,LIVING ROOM,JAKOBSFORS_2,coffee table,599,https://www.ikea.com/my/en/images/products/jakobsfors-coffee-table-dark-brown-stained-oak-veneer__1108164_pe869323_s5.jpg?f=xl,https://www.ikea.com/my/en/p/jakobsfors-coffee-table-dark-brown-stained-oak-veneer-30515168/
36,CPB001,SCANDINAVIAN,BEDROOM,KALLAX,wardrobe,85,https://www.ikea.com/my/en/images/products/kallax-insert-with-2-drawers-white-stained-oak-effect__1333482_pe946452_s5.jpg?f=xl,https://www.ikea.com/my/en/p/kallax-insert-with-2-drawers-white-stained-oak-effect-80362912/#content
37,CPB002,SCANDINAVIAN,BEDROOM,KALLAX_2,wardrobe,399,https://www.ikea.com/my/en/images/products/kallax-shelving-unit-with-2-inserts-white__0754392_pe747903_s5.jpg?f=xl,https://www.ikea.com/my/en/p/kallax-shelving-unit-with-2-inserts-white-s59278294/
38,CPB003,SCANDINAVIAN,BEDROOM,KALLAX_3,wardrobe,299,https://www.ikea.com/my/en/images/products/kallax-tv-bench-white-stained-oak-effect__1238899_pe918670_s5.jpg?f=xl,https://www.ikea.com/my/en/p/kallax-tv-bench-white-stained-oak-effect-00562095/#content
39,RG001,SCANDINAVIAN,BEDROOM,LOHALS,rug,130,https://www.ikea.com/my/en/images/products/lohals-rug-flatwoven-natural__0428163_pe583379_s5.jpg?f=xl,https://www.ikea.com/my/en/p/lohals-rug-flatwoven-natural-00307482/
40,RG002,SCANDINAVIAN,BEDROOM,VAMDRUP,rug,499,https://www.ikea.com/my/en/images/products/vamdrup-rug-flatwoven-handmade-multicolour__0989495_pe818503_s5.jpg?f=xl,https://www.ikea.com/my/en/p/vamdrup-rug-flatwoven-handmade-multicolour-80507873/
41,RG003,SCANDINAVIAN,LIVING ROOM,TIDTABELL,rug,249,https://www.ikea.com/my/en/images/products/tidtabell-rug-flatwoven-grey-blue__1185075_pe898257_s5.jpg?f=xl,https://www.ikea.com/my/en/p/tidtabell-rug-flatwoven-grey-blue-30561867/
42,TL001,SCANDINAVIAN,BEDROOM,BLIDVAEDER,table lamp,249,https://www.ikea.com/my/en/images/products/blidvaeder-table-lamp-off-white-ceramic-beige__1059594_pe849715_s5.jpg?f=xl,https://www.ikea.com/my/en/p/blidvaeder-table-lamp-off-white-ceramic-beige-60514167/
43,TL002,SCANDINAVIAN,BEDROOM,TOMELILLA,table lamp,65,https://www.ikea.com/my/en/images/products/tomelilla-table-lamp-nickel-plated-white__0928818_pe789977_s5.jpg?f=xl,https://www.ikea.com/my/en/p/tomelilla-table-lamp-nickel-plated-white-50463998/
44,TL003,SCANDINAVIAN,BEDROOM,SAXHTTAN,table lamp,75,https://www.ikea.com/my/en/images/products/saxhyttan-table-lamp-beige-black__0984125_pe816201_s5.jpg?f=xl,https://www.ikea.com/my/en/p/saxhyttan-table-lamp-beige-black-70504988/
45,BST001,SCANDINAVIAN,BEDROOM,TOLKNING,storage chair,599,https://www.ikea.com/my/en/images/products/tolkning-bench-with-storage-handmade-rattan__1098691_pe865484_s5.jpg?f=xl,https://www.ikea.com/my/en/p/tolkning-bench-with-storage-handmade-rattan-60512658/
46,BST002,SCANDINAVIAN,BEDROOM,ESSEBODA,storage chair,999,https://www.ikea.com/my/en/images/products/esseboda-bench-with-storage-knaebaeck-anthracite-brown__1109337_pe869946_s5.jpg?f=xl,https://www.ikea.com/my/en/p/esseboda-bench-with-storage-knaebaeck-anthracite-brown-s19443408/
47,BST003,SCANDINAVIAN,BEDROOM,VALTORP,storage chair,499,https://www.ikea.com/my/en/images/products/valtorp-bench-with-storage-samsala-dark-yellow-green__1320862_pe941404_s5.jpg?f=xl,https://www.ikea.com/my/en/p/valtorp-bench-with-storage-samsala-dark-yellow-green-50572780/
48,B004,SCANDINAVIAN,BEDROOM,STAJARNOE,bed,749,https://www.ikea.com/my/en/images/products/stjaernoe-bed-frame-white__1298056_pe936029_s5.jpg?f=xl,https://www.ikea.com/my/en/p/stjaernoe-bed-frame-white-60579050/
49,B005,SCANDINAVIAN,BEDROOM,NESTTUN,bed,599,https://www.ikea.com/my/en/images/products/nesttun-bed-frame-white-luroey__0637599_pe698415_s5.jpg?f=xl,https://www.ikea.com/my/en/p/nesttun-bed-frame-white-luroey-s99158020/
50,B006,SCANDINAVIAN,BEDROOM,GRIMSBU,bed,209,https://www.ikea.com/my/en/images/products/grimsbu-bed-frame-grey__0749249_pe747240_s5.jpg?f=xl,https://www.ikea.com/my/en/p/grimsbu-bed-frame-grey-40458756/
51,BKC004,MODERN,LIVING ROOM,HEMNES_2,bookcase,899,https://www.ikea.com/my/en/images/products/hemnes-bookcase-black-brown-light-brown__0806984_pe770199_s5.jpg?f=xl,https://www.ikea.com/my/en/p/hemnes-bookcase-black-brown-light-brown-70452296/
52,BKC005,SCANDINAVIAN,LIVING ROOM,TONSTAD,bookcase,"1,290",https://www.ikea.com/my/en/images/products/tonstad-bookcase-oak-veneer__1186263_pe898745_s5.jpg?f=xl,https://www.ikea.com/my/en/p/tonstad-bookcase-oak-veneer-50528462/
53,CT010,MODERN,LIVING ROOM,LACK_2,coffee table,169,https://www.ikea.com/my/en/images/products/lack-coffee-table-black-brown__57537_pe163119_s5.jpg?f=xl,https://www.ikea.com/my/en/p/lack-coffee-table-black-brown-80352951/
54,CT011,SCANDINAVIAN,LIVING ROOM,VITTSJÃ–,coffee table,249,https://www.ikea.com/my/en/images/products/vittsjoe-nest-of-tables-set-of-2-black-brown-glass__0735687_pe740087_s5.jpg?f=xl,https://www.ikea.com/my/en/p/vittsjoe-nest-of-tables-set-of-2-black-brown-glass-60215333/
55,RL001,MODERN,LIVING ROOM,RODFLIK,reading lamp,139,https://www.ikea.com/my/en/images/products/roedflik-floor-reading-lamp-grey-green__1232722_pe916583_s5.jpg?f=xl,https://www.ikea.com/my/en/p/roedflik-floor-reading-lamp-grey-green-80563576/
56,RL002,SCANDINAVIAN,LIVING ROOM,HEKTAR,reading lamp,259,https://www.ikea.com/my/en/images/products/hektar-floor-lamp-dark-grey__0149974_pe308131_s5.jpg?f=xl,https://www.ikea.com/my/en/p/hektar-floor-lamp-dark-grey-60216549/
57,TL004,SCANDINAVIAN,LIVING ROOM,FORSA,table lamp,85,https://www.ikea.com/my/en/images/products/forsa-work-lamp-nickel-plated__0121576_pe278160_s5.jpg?f=xl,https://www.ikea.com/my/en/p/forsa-work-lamp-nickel-plated-10146766/
58,CUR004,SCANDINAVIAN,LIVING ROOM,DYTAG,curtain,285,https://www.ikea.com/my/en/images/products/dytag-curtains-1-pair-dark-beige-with-heading-tape__1024993_pe833752_s5.jpg?f=xl,https://www.ikea.com/my/en/p/dytag-curtains-1-pair-dark-beige-with-heading-tape-40519118/
59,CPB004,SCANDINAVIAN,LIVING ROOM,IDANAS,wardrobe,"2,490",https://www.ikea.com/my/en/images/products/idanaes-high-cabinet-w-gls-drs-and-1-drawer-dark-brown-stained__1008948_pe827389_s5.jpg?f=xl,https://www.ikea.com/my/en/p/idanaes-high-cabinet-w-gls-drs-and-1-drawer-dark-brown-stained-50487838/
60,BK006,SCANDINAVIAN,LIVING ROOM,IDANAS,bookcase,"1,390",https://www.ikea.com/my/en/images/products/idanaes-bookcase-dark-brown-stained__1008945_pe827388_s5.jpg?f=xl,https://www.ikea.com/my/en/p/idanaes-bookcase-dark-brown-stained-80487832/
61,CT012,SCANDINAVIAN,LIVING ROOM,IDANAS,coffee table,999,https://www.ikea.com/my/en/images/products/idanaes-coffee-table-dark-brown-stained__1161066_pe889274_s5.jpg?f=xl,https://www.ikea.com/my/en/p/idanaes-coffee-table-dark-brown-stained-90500003/
62,CH007,SCANDINAVIAN,LIVING ROOM,ROCKSJÖN,chair,490,https://www.ikea.com/my/en/images/products/rocksjoen-armchair-kilanda-light-beige__1247350_pe922624_s5.jpg?f=xl,https://www.ikea.com/my/en/p/rocksjoen-armchair-kilanda-light-beige-s09508853/
63,CH008,SCANDINAVIAN,LIVING ROOM,AGEN,chair,229,https://www.ikea.com/my/en/images/products/agen-armchair-with-cushion-rattan-norna-natural__0920440_pe787034_s5.jpg?f=xl,https://www.ikea.com/my/en/p/agen-armchair-with-cushion-rattan-norna-natural-s39390772/
64,CH009,SCANDINAVIAN,LIVING ROOM,EKTORP,chair,890,https://www.ikea.com/my/en/images/products/ektorp-armchair-kilanda-light-beige__1242736_pe920364_s5.jpg?f=xl,https://www.ikea.com/my/en/p/ektorp-armchair-kilanda-light-beige-s99552120/
65,CH010,SCANDINAVIAN,LIVING ROOM,VISKABACKA,chair,599,https://www.ikea.com/my/en/images/products/viskabacka-armchair-skartofta-black-light-grey__1055697_pe848054_s5.jpg?f=xl,https://www.ikea.com/my/en/p/viskabacka-armchair-skartofta-black-light-grey-60519476/
66,CH011,SCANDINAVIAN,BEDROOM,VEDBO,chair,799,https://www.ikea.com/my/en/images/products/vedbo-armchair-gunnared-light-green__0949818_pe800035_s5.jpg?f=xl,https://www.ikea.com/my/en/p/vedbo-armchair-gunnared-light-green-00494247/
67,CH012,SCANDINAVIAN,BEDROOM,HERRÅKRA,chair,499,https://www.ikea.com/my/en/images/products/herrakra-armchair-vissle-grey__1213671_pe911201_s5.jpg?f=xl,https://www.ikea.com/my/en/p/herrakra-armchair-vissle-grey-30544726/
68,CH013,SCANDINAVIAN,BEDROOM,LILLEHEM,chair,925,https://www.ikea.com/my/en/images/products/lillehem-armchair-vissle-beige-wood__1246947_pe922405_s5.jpg?f=xl,https://www.ikea.com/my/en/p/lillehem-armchair-vissle-beige-wood-s69470319/
69,CH014,SCANDINAVIAN,BEDROOM,LANDSKRONA,chair,"1,590",https://www.ikea.com/my/en/images/products/landskrona-armchair-gunnared-light-green-metal__0602089_pe680158_s5.jpg?f=xl,https://www.ikea.com/my/en/p/landskrona-armchair-gunnared-light-green-metal-s49269723/#content
70,BK007,SCANDINAVIAN,LIVING ROOM,LAIVA,bookcase,99,https://www.ikea.com/my/en/images/products/laiva-bookcase-black-brown__0644278_pe702556_s5.jpg?f=xl,https://www.ikea.com/my/en/p/laiva-bookcase-black-brown-20178592/
71,CUR005,SCANDINAVIAN,LIVING ROOM,BYMOTT,curtain,40,https://www.ikea.com/my/en/images/products/bymott-curtains-1-pair-white-beige-striped-with-heading-tape__0972980_pe811833_s5.jpg?f=xl,https://www.ikea.com/my/en/p/bymott-curtains-1-pair-white-beige-striped-with-heading-tape-20509969/
